pmid,first_affiliation_short,country,region
40150015,"Department of Genetic Counseling, Graduate School, College of Medicine, Ewha Womans University, Seoul 03760, Republic of Korea.",South Korea,East Asia
40361891,"School of Engineering and Built Environment, Sheffield Hallam University, Pond Street, Sheffield S1 1WB, UK.",United Kingdom,Western Europe
33581913,"Department of Radiology, John Radcliffe Hospital, Oxford University Hospitals NHS Foundation Trust, Oxford, OX3 9DU, UK.",United Kingdom,Western Europe
40423076,"ASST Spedali Civili di Brescia, Division of Cardiology and Department of Medical and Surgical Specialties, Radiological Sciences and Public Health, University of Brescia, 25121 Brescia, Italy.",Italy,Western Europe
36588775,"USC Institute of Urology and Catherine and Joseph Aresty Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.",USA,North America
40094896,"Anesthesiology and Pain Department, Foundation G. Giglio Cefalù, 90015 Palermo, Italy.",Italy,Western Europe
41660250,"Department of Cardiology, Central Hospital Affiliated to Shandong First Medical University, Jinan, Shandong 250013, China.",China,East Asia
36906740,"Department of Biotechnology, School of Life Science and Biotechnology, Adamas University, Kolkata, West Bengal.",,Unknown
38313585,"From the Hansjörg Wyss Department of Plastic Surgery, NYU Langone, New York, N.Y.",USA,North America
39120016,,,Unknown
35580973,"Department of Health Surveillance and Bioethics, Section of Legal Medicine, Fondazione Policlinico A. Gemelli IRCCS, Università Cattolica del Sacro Cuore, Rome, Italy.",Italy,Western Europe
41091229,"Unit of Radiation Oncology, Department of Medicine, Surgery and Neurosciences, University of Siena, Siena, Italy. paolo.tini@unisi.it.",Italy,Western Europe
37588443,"Department of Orthopaedic Surgery, George Washington University School of Medicine and Health Sciences, Washington, DC, USA.",USA,North America
39224909,"Emory University Department of Plastic Surgery, 101 Woodruff Circle, Atlanta, GA, USA.",USA,North America
37813776,"Department of Cardiology, Fiona Stanley Hospital, Perth, Australia.",Australia,Latin America / Oceania
36367213,Department of Ophthalmology.,,Unknown
36449345,"Department of Intensive Care Medicine, Renji Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China.",China,East Asia
40075883,"Department of Otorhinolaryngology, Charité-Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin and Humboldt Universität zu Berlin, Campus Virchow Klinikum and Campus Charité Mitte",Germany,Western Europe
38574594,"University of York, Deramore Lane, York, YO10 5GH, UK. Electronic address: nathan.hughes@york.ac.uk.",United Kingdom,Western Europe
40501296,"Department of Dermatology, College of Medicine, Shaqra University, Dawadmi, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
37676288,"Eye Unit, Primary Care, ASL TO5, Regione Piemonte, 10024, Moncalieri, TO, Italy. piatti.alberto@aslto5.piemonte.it.",Italy,Western Europe
40647634,"Diagnostic and Interventional Radiology Unit, BIOMORF Department, University Hospital ""Policlinico G. Martino"", Via Consolare Valeria 1, 98100 Messina, Italy.",Italy,Western Europe
40420083,"School of Stomatology, Shandong Second Medical University, Weifang, 261053, Shandong, China.",China,East Asia
33650129,"Department of Dermatology and Venereology, All India Institute of Medical Sciences, New Delhi, India.",India,South/Southeast Asia
40139476,"Department of Orthopedic Surgery, Stanford University and VA Palo Alto Health Care System, Palo Alto, California.",USA,North America
37742782,"Dept. of Medical Informatics, Amsterdam UMC, University of Amsterdam, Amsterdam, the Netherlands; Amsterdam Public Health (APH), Amsterdam, the Netherlands. Electronic address: i.vagliano@amsterdamumc",Netherlands,Western Europe
40815184,"Department of Neurological Surgery, Vanderbilt University Medical Center, Nashville , Tennessee , USA.",USA,North America
38366690,"Nursing Department, Steyer School of Health Professions, Faculty of Medical and Health Sciences, Tel Aviv University, Tel Aviv, Israel.",Israel,Middle East / North Africa
35869692,"Cairo University, Cairo, Egypt.",Egypt,Middle East / North Africa
39610043,"School of Basic Medicine, Zhejiang Chinese Medical University, Hangzhou, Zhejiang, China.",China,East Asia
38778332,"Department of Pediatric Cardiology, Heart Center, First Affiliated Hospital of Sun Yat-sen University, 58# Zhongshan Road 2, Guangzhou, 510080, China. bahj3@mail.sysu.edu.cn.",China,East Asia
40381022,"Sikkim University, Gangtok, India. ppray@cus.ac.in.",India,South/Southeast Asia
38024205,"AI for Good Lab, Microsoft Corporation, Redmond, WA, United States.",USA,North America
38142419,"Hebrew University and Hadassah Medical Center, Jerusalem, Israel.",Israel,Middle East / North Africa
40234594,"School of Optometry and Vision Science, University of New South Wales, Kensington, NSW, Australia.",Australia,Latin America / Oceania
40816977,"Medical Imaging Department, Radboud University Nijmegen Medical Centre, Nijmegen, Netherlands. Electronic address: suzanne.vanwinkel@radboudumc.nl.",Netherlands,Western Europe
39304201,"Division of Interventional Radiology, Department of Radiology, Memorial Sloan Kettering Cancer Center, New York, New York, USA.",USA,North America
37229460,"Catharina Hospital, Department of Radiation Oncology, Eindhoven, the Netherlands.",Netherlands,Western Europe
39383147,"School of Computer Science and Digital Technologies, Aston University, Birmingham, United Kingdom.",United Kingdom,Western Europe
36764806,"Department of Pathology, Massachusetts General Hospital, Harvard Medical School, 55 Fruit Street, Boston, MA 02114-2696, USA. Electronic address: asdighe@partners.org.",USA,North America
36380848,"Department of Bioinformatics, Fraunhofer Institute for Algorithms and Scientific Computing (SCAI), Schloss Birlinghoven, Sankt Augustin, Germany.",Germany,Western Europe
34046742,"Department of Oral Diagnostics, Digital Health and Health Services Research, Charité - Universitätsmedizin Berlin, Berlin, Germany. falk.schwendicke@charite.de.",Germany,Western Europe
38744606,"Artificial Intelligence for Medical Systems Lab, Department of Biomedical Engineering, Oregon Health and Science University, Portland, OR, USA.",USA,North America
41796330,"Department of Oncology, Zhujiang Hospital, Southern Medical University; Donghai County People's Hospital, Affiliated Kangda College of Nanjing Medical University, 222000, Lianyungang, China.",China,East Asia
38262126,"Institute for Artificial Intelligence in Medicine, University Hospital Essen (AöR), Girardetstraße 2, 45131 Essen, Germany.",Germany,Western Europe
37823416,"Infectious Diseases Stewardship Team, Paris Centre University Hospital, Assistance publique Hôpitaux de Paris (AP-HP), Paris, France.",France,Western Europe
40975653,"Grampian's Health, Australia; Grampian's Health Regional Research Organisation (GHRRO Urology), Australia. Electronic address: peter.stapleton@outlook.com.",Australia,Latin America / Oceania
38269644,"Department of Surgery, University of Michigan Medical School, Ann Arbor, MI 48109, United States.",USA,North America
39475725,"Interdisciplinary Program for Bioengineering, Seoul National University, Seoul, Republic of Korea.",South Korea,East Asia
34617420,"Department of Internal Medicine II, Interventional and Experimental Endoscopy (InExEn), University Hospital Wuerzburg, Würzburg, Germany.",Germany,Western Europe
41180982,"The First Clinical Medical School, Gansu University of Chinese Medicine, Lanzhou 730000, Gansu Province, China.",China,East Asia
39956979,"Centre for Preventive Neurology, Wolfson Institute of Population Health, Queen Mary University of London, London, UK.",United Kingdom,Western Europe
33447941,"Centre for Biomedical Engineering, Indian Institute of Technology, Delhi, New Delhi, India.",India,South/Southeast Asia
38454007,"Harvard Medical School, Boston, MA, USA. mraza@hms.harvard.edu.",USA,North America
40957692,"From the University of Texas Medical Branch (G.M.G., P.Y., L.D.), Galveston, Texas ggarcia@utmb.edu.",USA,North America
39196450,"Department of Diagnostic and Interventional Radiology, Eberhard-Karls-University, Hoppe-Seyler-Str. 3, 72076, Tübingen, Germany.",Germany,Western Europe
41776953,"Division of General Internal Medicine and Primary Care, Brigham and Women's Hospital, Boston, Massachusetts, United States.",USA,North America
39242415,"Medical Data Science, Legit.Health, Bilbao, Spain.",Spain,Western Europe
39390261,"Department of Diagnostic and Interventional Radiology, University Hospital Würzburg, Würzburg, Germany. woznicki_p@ukw.de.",Germany,Western Europe
41232309,"Medical College, Guizhou University, Guizhou, 550000, China; Department of Nuclear Medicine, Guizhou Provincial People's Hospital, Guizhou, 550002, China.",China,East Asia
41554849,"Division of Medical Oncology, Department of Internal Medicine, The Arthur G. James Comprehensive Cancer Center, The Ohio State University, Columbus, OH, USA. Christian.Rolfo@osumc.edu.",USA,North America
36635972,Center for Medical Ethics and Health Policy.,,Unknown
32668442,"Department of Theoretical Neuroscience, Central Institute of Mental Health, Medical Faculty Mannheim, Heidelberg University, Square J5, 68159, Mannheim, Germany. georgia.koppe@zi-mannheim.de.",Germany,Western Europe
41014309,,,Unknown
35162751,"Department of Oral and Maxillofacial Sciences, Sapienza University of Rome, Via Caserta 6, 00161 Rome, Italy.",Italy,Western Europe
39084480,"Blind Brook High School, Rye Brook, NY, USA.",USA,North America
33912213,"School of Computer Science and Technology, Soochow University, Suzhou, China.",China,East Asia
34003504,"Daphne Cockwell School of Nursing, Faculty of Community Services, Ryerson University, Toronto, ON, Canada.",Canada,North America
41115081,,,Unknown
32803785,"Graduate School of Health Sciences, Tokushima University Graduate School, Tokushima, Japan.",Japan,East Asia
33722847,"Alan Turing Institute, London, UK dleslie@turing.ac.uk.",United Kingdom,Western Europe
41331638,"Hatay Mustafa Kemal University Vocational School of Health Services, Hatay, Turkey. alig.sy31@gmail.com.",Turkey,Middle East / North Africa
39786898,"Department of Pediatrics, David Geffen School of Medicine, University of California Los Angeles, Los Angeles, CA 90095, United States.",USA,North America
40420080,"Department of Philosophy, Cotham House University of Bristol, Bristol, BS6 6JL, UK.",United Kingdom,Western Europe
42003757,"Department of Child and Adolescent Psychiatry, Konya Ereğli State Hospital, Konya, Türkiye.",Turkey,Middle East / North Africa
41859300,,,Unknown
38602288,"Department of Hematology and Medical Oncology, Cleveland Clinic Florida, Weston, Florida, USA.",USA,North America
39761454,"Paige Nong (nong0016@umn.edu), University of Minnesota, Minneapolis, Minnesota.",USA,North America
41694518,"Microsoft AI for Good Lab, Redmond, WA, United States.",USA,North America
39528596,"Center for Interventional Oncology, NIH Clinical Center, National Institutes of Health (NIH), Bethesda, MD, USA. anibal.james@nih.gov.",USA,North America
35013580,"Institute of Data Science & Computing, University of Miami, 1320 S. Dixie Highway, 600, Coral Gables, FL, 33146, USA. enrico.capobianco@gmail.com.",USA,North America
35065872,"Department of Pathology, Stanford University, Stanford, CA, USA. Electronic address: sbchen@stanford.edu.",USA,North America
41750784,"Department of Ophthalmology, Kaohsiung Veterans General Hospital, Kaohsiung 813414, Taiwan.",Taiwan,East Asia
37169486,"Departments of Anesthesiology, Biomedical Informatics, Physiology & Pharmacology, and Public Health Sciences, Wake Forest School of Medicine, Winston-Salem, North Carolina, USA.",USA,North America
38254813,"Discipline of Medical Imaging Science, School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney 2006, Australia.",Australia,Latin America / Oceania
37326233,"Department of Orthodontics, Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea.",South Korea,East Asia
37204545,"Sikkim University, Gangtok, India. ppray@cus.ac.in.",India,South/Southeast Asia
37000340,"Quillen College of Medicine, East Tennessee State University, Johnson City, TN, USA.",USA,North America
37864012,"Department of Dermatology, Stanford School of Medicine, Stanford, CA, USA.",USA,North America
