pmid,pub_year,stance,theme(s),mechanism,specialty,region
33669930,2021,Caution,cognitive|safety_clinical,misclassification|both,Medical Informatics / Digital Health,East Asia
33672608,2021,Cautious Optimism,,,Oncology,Eastern Europe
33672827,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Eastern Europe
33672914,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Eastern Europe
33674865,2021,Alarm,regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33674891,2021,Cautious Optimism,,,Oncology,Western Europe
33675031,2022,Cautious Optimism,,,Pediatrics,North America
33675587,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33676570,2021,Cautious Optimism,,,Multidisciplinary / Other,Western Europe
33677098,2021,Caution,hallucination|safety_clinical,misclassification|discriminative,Cardiology,North America
33684578,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33685585,2021,Cautious Optimism,,,Oncology,Latin America / Oceania
33686333,2021,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
33686474,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33687916,2022,Caution,ethics_bias|safety_clinical|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
33691975,2021,Cautious Optimism,,,Medical Informatics / Digital Health,North America
33692158,2022,Cautious Optimism,,,Cardiology,Western Europe
33692180,2021,Neutral,,,Radiology / Diagnostic Imaging,South/Southeast Asia
33693996,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33694046,2021,Cautious Optimism,,,Oncology,Western Europe
33704476,2021,Caution,safety_clinical|cognitive,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
33705983,2021,Cautious Optimism,,,Surgery,North America
33706046,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33709532,2021,Neutral,,,Radiology / Diagnostic Imaging,North America
33709605,2021,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
33709606,2021,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
33709609,2021,Caution,safety_clinical|regulation|hallucination,none_or_unclear|discriminative,Medical Informatics / Digital Health,Unknown
33709610,2021,Cautious Optimism,,,Oncology,East Asia
33713239,2021,Caution,ethics_bias,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
33714572,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33714665,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33715244,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Middle East / North Africa
33719599,2022,Cautious Optimism,,,Ophthalmology,North America
33721700,2021,Caution,hallucination|safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,North America
33722847,2021,Alarm,ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
33727668,2021,Caution,safety_clinical|hallucination,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
33731170,2021,Advocacy,,,Pathology / Laboratory Medicine,South/Southeast Asia
33731368,2021,Caution,safety_clinical|replacement,misclassification|discriminative,Surgery,North America
33734928,2021,Cautious Optimism,,,Ophthalmology,North America
33735394,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33736499,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
33739235,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
33740447,2021,Advocacy,,,Medical Informatics / Digital Health,North America
33741210,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33741420,2022,Cautious Optimism,,,Ophthalmology,Western Europe
33742148,2021,Alarm,regulation|safety_clinical,none_or_unclear|unclear,Dermatology,Western Europe
33742228,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33742333,2021,Caution,safety_clinical|hallucination,misclassification|discriminative,Radiology / Diagnostic Imaging,North America
33743995,2021,Caution,safety_clinical|hallucination|regulation,none_or_unclear|discriminative,Surgery,North America
33744991,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33745121,2021,Caution,regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,Unknown
33745882,2021,Cautious Optimism,,,Neurology / Neuroscience,Latin America / Oceania
33746898,2021,Alarm,safety_clinical|hallucination,misclassification|generative,Oncology,East Asia
33748840,2021,Cautious Optimism,,,Surgery,North America
33751733,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33751774,2022,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
33753441,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33754155,2021,Cautious Optimism,,,Oncology,East Asia
33757209,2021,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
33762434,2021,Alarm,safety_clinical|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33765601,2021,Caution,safety_clinical|other,none_or_unclear|discriminative,Oncology,Western Europe
33765602,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33766289,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33766511,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33769416,2021,Cautious Optimism,,,Cardiology,Unknown
33772109,2021,Cautious Optimism,,,Oncology,Western Europe
33772149,2021,Caution,ethics_bias|replacement|regulation,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,Western Europe
33773193,2021,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
33773964,2022,Cautious Optimism,,,Oncology,Western Europe
33774270,2021,Caution,safety_clinical|regulation|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
33774340,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33775520,2021,Cautious Optimism,,,Cardiology,North America
33775606,2021,Cautious Optimism,,,Surgery,North America
33782358,2021,Cautious Optimism,,,Oncology,Unknown
33782551,2021,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
33785475,2021,Caution,hallucination|regulation,none_or_unclear|unclear,Surgery,North America
33785839,2021,Caution,cognitive|replacement,misclassification|discriminative,Medical Informatics / Digital Health,North America
33787537,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33792920,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
33793339,2021,Caution,hallucination|safety_clinical,none_or_unclear|unclear,Internal Medicine / Primary Care,Unknown
33794516,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
33795236,2021,Cautious Optimism,,,Oncology,Western Europe
33798903,2021,Neutral,,,Medical Education,Western Europe
33800959,2021,Cautious Optimism,,,Medical Informatics / Digital Health,North America
33801763,2021,Caution,safety_clinical|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
33810937,2022,Caution,hallucination|safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
33811123,2021,Cautious Optimism,,,Oncology,North America
33811540,2021,Cautious Optimism,,,Oncology,South/Southeast Asia
33812482,2021,Caution,education|cognitive,none_or_unclear|unclear,Medical Education,Western Europe
33812855,2021,Cautious Optimism,,,Cardiology,North America
33816209,2021,Neutral,,,Medical Informatics / Digital Health,South/Southeast Asia
33820530,2021,Caution,safety_clinical|regulation,misclassification|discriminative,Cardiology,Western Europe
33821471,2021,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Unknown
33822422,2021,Caution,regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33826964,2021,Neutral,,,Medical Informatics / Digital Health,Western Europe
33827619,2021,Cautious Optimism,,,Oncology,Western Europe
33833355,2021,Cautious Optimism,,,Oncology,East Asia
33833482,2021,Cautious Optimism,,,Oncology,North America
33835032,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33835214,2021,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
33835241,2022,Caution,regulation|safety_clinical,none_or_unclear|unclear,Radiology / Diagnostic Imaging,North America
33835956,2021,Cautious Optimism,,,Oncology,North America
33836752,2021,Neutral,,,Medical Informatics / Digital Health,Western Europe
33837806,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33839767,2021,Cautious Optimism,,,Cardiology,Western Europe
33840005,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33840132,2021,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
33840515,2022,Cautious Optimism,,,Dentistry,North America
33840636,2021,Caution,hallucination|safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,North America
33846388,2021,Neutral,,,Oncology,East Asia
33848616,2021,Advocacy,,,Oncology,North America
33851753,2021,Advocacy,,,Neurology / Neuroscience,Western Europe
33853441,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33853863,2021,Neutral,,,Medical Informatics / Digital Health,Latin America / Oceania
33855659,2021,Cautious Optimism,,,Internal Medicine / Primary Care,North America
33856128,2022,Cautious Optimism,,,Pediatrics,Western Europe
33856479,2021,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33856518,2021,Alarm,hallucination|regulation|safety_clinical,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
33856519,2021,Caution,regulation|safety_clinical,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,Western Europe
33857181,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33860829,2021,Caution,safety_clinical|regulation|hallucination,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
33861421,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Unknown
33862232,2021,Caution,safety_clinical|hallucination|other,none_or_unclear|discriminative,Medical Informatics / Digital Health,North America
33864422,2021,Neutral,,,Dermatology,North America
33864509,2021,Cautious Optimism,,,Cardiology,Western Europe
33864838,2021,Advocacy,,,Dermatology,East Asia
33866232,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33868620,2021,Cautious Optimism,,,Multidisciplinary / Other,East Asia
33870475,2021,Cautious Optimism,,,Obstetrics / Gynecology,North America
33871009,2021,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33871932,2021,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
33872714,2021,Caution,safety_clinical|hallucination|regulation,misclassification|discriminative,Dermatology,Western Europe
33873085,2021,Neutral,,,Obstetrics / Gynecology,Western Europe
33875821,2021,Cautious Optimism,,,Oncology,Western Europe
33875900,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,South/Southeast Asia
33877322,2021,Cautious Optimism,,,Mental Health / Psychiatry,Unknown
33878549,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33878596,2021,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
33879322,2021,Neutral,,,Radiology / Diagnostic Imaging,East Asia
33882560,2021,Cautious Optimism,,,Oncology,Unknown
33882561,2021,Cautious Optimism,,,Oncology,Western Europe
33883488,2021,Neutral,,,Oncology,Unknown
33885365,2021,Caution,safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,East Asia
33885958,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
33886097,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
33888650,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
33890703,2021,Caution,cognitive|existential,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
33891522,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33891859,2021,Neutral,,,Radiology / Diagnostic Imaging,North America
33893535,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
33895236,2021,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
33895561,2021,Alarm,safety_clinical|hallucination|other,none_or_unclear|unclear,Radiology / Diagnostic Imaging,Middle East / North Africa
33895824,2021,Caution,regulation|other,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33901609,2021,Cautious Optimism,,,Oncology,North America
33901992,2021,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
33902889,2021,Cautious Optimism,,,Oncology,North America
33904171,2021,Cautious Optimism,,,Pathology / Laboratory Medicine,Latin America / Oceania
33906020,2021,Caution,safety_clinical|regulation|hallucination,misclassification|discriminative,Emergency Medicine / Critical Care,Latin America / Oceania
33907522,2021,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
33909055,2021,Cautious Optimism,,,Dermatology,North America
33910923,2021,Caution,ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
33911463,2021,Cautious Optimism,,,Oncology,East Asia
33912213,2021,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
33913359,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Unknown
33914614,2021,Cautious Optimism,,,Oncology,South/Southeast Asia
33915289,2022,Cautious Optimism,,,Oncology,North America
33917035,2021,Cautious Optimism,,,Oncology,Middle East / North Africa
33917161,2021,Cautious Optimism,,,Neurology / Neuroscience,Western Europe
33918173,2021,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
33921621,2021,Cautious Optimism,,,Oncology,Western Europe
33921652,2021,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
33922356,2021,Caution,safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
33922402,2021,Cautious Optimism,,,Oncology,Western Europe
33923353,2021,Caution,safety_clinical|ethics_bias|existential,misclassification|discriminative,Multidisciplinary / Other,East Asia
